,ZHVI,Metro,City,zip,State,zhvi_score
0,1987683.0,New York-Newark-Jersey City,New York,10025,NY,1
1,659740.0,Chicago-Naperville-Elgin,Chicago,60657,IL,6
2,3239923.0,New York-Newark-Jersey City,New York,10023,NY,1
3,356643.0,Houston-The Woodlands-Sugar Land,Katy,77494,TX,9
4,761461.0,Chicago-Naperville-Elgin,Chicago,60614,IL,5
5,248845.0,Houston-The Woodlands-Sugar Land,Katy,77449,TX,10
6,1574445.0,New York-Newark-Jersey City,New York,10002,NY,1
7,242078.0,Houston-The Woodlands-Sugar Land,Houston,77084,TX,10
8,175120.0,El Paso,El Paso,79936,TX,10
9,465790.0,Chicago-Naperville-Elgin,Chicago,60640,IL,8
10,880624.0,New York-Newark-Jersey City,New York,11226,NY,4
11,549775.0,New York-Newark-Jersey City,New York,10467,NY,7
12,456290.0,Austin-Round Rock,Pflugerville,78660,TX,8
13,2195010.0,San Francisco-Oakland-Hayward,San Francisco,94109,CA,1
14,2553693.0,New York-Newark-Jersey City,New York,10016,NY,1
15,353410.0,Nashville-Davidson--Murfreesboro--Franklin,Nashville,37013,TN,9
16,398559.0,The Villages,The Villages,32162,FL,9
17,555149.0,Chicago-Naperville-Elgin,Chicago,60647,IL,7
18,2191650.0,New York-Newark-Jersey City,New York,11201,NY,1
19,781102.0,New York-Newark-Jersey City,New York,11235,NY,5
20,961745.0,New York-Newark-Jersey City,New York,11375,NY,3
21,867494.0,Los Angeles-Long Beach-Anaheim,Hawthorne,90250,CA,4
22,334820.0,San Antonio-New Braunfels,New Braunfels,78130,TX,10
23,419815.0,Nashville-Davidson--Murfreesboro--Franklin,Nashville,37211,TN,8
24,1698818.0,New York-Newark-Jersey City,New York,10029,NY,1
25,1484023.0,New York-Newark-Jersey City,New York,10009,NY,1
26,306351.0,Houston-The Woodlands-Sugar Land,League City,77573,TX,10
27,541357.0,Chicago-Naperville-Elgin,Chicago,60618,IL,7
28,302226.0,Houston-The Woodlands-Sugar Land,Pearland,77584,TX,10
29,3491212.0,New York-Newark-Jersey City,New York,10011,NY,1
30,859082.0,Washington-Arlington-Alexandria,Washington,20002,DC,4
31,2399376.0,New York-Newark-Jersey City,New York,10128,NY,1
32,328366.0,Charlotte-Concord-Gastonia,Charlotte,28269,NC,10
33,513197.0,Austin-Round Rock,Cedar Park,78613,TX,7
34,294476.0,Houston-The Woodlands-Sugar Land,Cypress,77433,TX,10
35,162069.0,McAllen-Edinburg-Mission,Mission,78572,TX,10
36,226978.0,Atlanta-Sandy Springs-Roswell,Riverdale,30349,GA,10
37,229211.0,El Paso,El Paso,79912,TX,10
38,302581.0,Dallas-Fort Worth-Arlington,Grand Prairie,75052,TX,10
39,597772.0,San Francisco-Oakland-Hayward,Pittsburg,94565,CA,7
40,234198.0,Clarksville,Clarksville,37042,TN,10
41,1110193.0,New York-Newark-Jersey City,New York,11206,NY,1
42,214702.0,Oklahoma City,Yukon,73099,OK,10
43,2132266.0,Los Angeles-Long Beach-Anaheim,Los Angeles,90046,CA,1
44,1143948.0,Washington-Arlington-Alexandria,Washington,20009,DC,1
45,292731.0,Houston-The Woodlands-Sugar Land,Cypress,77429,TX,10
46,250508.0,San Antonio-New Braunfels,San Antonio,78245,TX,10
47,350086.0,Houston-The Woodlands-Sugar Land,Sugar Land,77479,TX,9
48,520604.0,New York-Newark-Jersey City,New York,10462,NY,7
49,468786.0,New York-Newark-Jersey City,New York,10456,NY,8
50,562539.0,Chicago-Naperville-Elgin,Chicago,60613,IL,7
51,318438.0,Atlanta-Sandy Springs-Roswell,Lawrenceville,30044,GA,10
52,3611499.0,New York-Newark-Jersey City,New York,10019,NY,1
53,279267.0,St. Louis,Saint Peters,63376,MO,10
54,3475368.0,New York-Newark-Jersey City,New York,10003,NY,1
55,425194.0,Charlotte-Concord-Gastonia,Charlotte,28277,NC,8
56,486280.0,Chicago-Naperville-Elgin,Chicago,60625,IL,8
57,347414.0,Atlanta-Sandy Springs-Roswell,Lawrenceville,30043,GA,10
58,973800.0,New York-Newark-Jersey City,New York,11230,NY,3
59,561371.0,New York-Newark-Jersey City,New York,11212,NY,7
60,258087.0,Houston-The Woodlands-Sugar Land,Houston,77036,TX,10
61,646151.0,New York-Newark-Jersey City,New York,10463,NY,6
62,256220.0,Chicago-Naperville-Elgin,Chicago,60629,IL,10
63,1187239.0,New York-Newark-Jersey City,New York,11209,NY,1
64,348894.0,Atlanta-Sandy Springs-Roswell,Duluth,30096,GA,10
65,1177825.0,New York-Newark-Jersey City,New York,11221,NY,1
66,1277777.0,New York-Newark-Jersey City,Hoboken,7030,NJ,1
67,1294309.0,Seattle-Tacoma-Bellevue,Redmond,98052,WA,1
68,442044.0,Atlanta-Sandy Springs-Roswell,Suwanee,30024,GA,8
69,854141.0,Chicago-Naperville-Elgin,Chicago,60610,IL,4
70,1195869.0,Austin-Round Rock,Austin,78704,TX,1
71,345059.0,Houston-The Woodlands-Sugar Land,Houston,77077,TX,10
72,445505.0,Phoenix-Mesa-Scottsdale,Phoenix,85032,AZ,8
73,270792.0,Houston-The Woodlands-Sugar Land,Spring,77379,TX,10
74,418863.0,Dallas-Fort Worth-Arlington,Dallas,75287,TX,8
75,2606724.0,New York-Newark-Jersey City,New York,10024,NY,1
76,381227.0,Austin-Round Rock,San Marcos,78666,TX,9
77,254759.0,Baltimore-Columbia-Towson,Parkville,21234,MD,10
78,1217765.0,Miami-Fort Lauderdale-West Palm Beach,Sunny Isles Beach,33160,FL,1
79,312523.0,Virginia Beach-Norfolk-Newport News,Virginia Beach,23464,VA,10
80,419800.0,Orlando-Kissimmee-Sanford,Winter Garden,34787,FL,8
81,150752.0,Brownsville-Harlingen,Brownsville,78521,TX,10
82,503862.0,New York-Newark-Jersey City,Lakewood Township,8701,NJ,7
83,367061.0,Dallas-Fort Worth-Arlington,Dallas,75243,TX,9
84,770452.0,New York-Newark-Jersey City,New York,11214,NY,5
85,331973.0,Charlotte-Concord-Gastonia,Concord,28027,NC,10
86,584235.0,New York-Newark-Jersey City,New York,11207,NY,7
87,1523998.0,San Francisco-Oakland-Hayward,Alameda,94501,CA,1
88,627051.0,Boston-Cambridge-Newton,Quincy,2169,MA,6
89,450474.0,Miami-Fort Lauderdale-West Palm Beach,Royal Palm Beach,33411,FL,8
90,827773.0,New York-Newark-Jersey City,New York,11229,NY,4
91,212568.0,Chicago-Naperville-Elgin,Chicago,60619,IL,10
92,603136.0,Austin-Round Rock,Austin,78745,TX,6
93,1817970.0,San Francisco-Oakland-Hayward,San Francisco,94110,CA,1
94,271814.0,Virginia Beach-Norfolk-Newport News,Virginia Beach,23462,VA,10
95,420659.0,Miami-Fort Lauderdale-West Palm Beach,Miramar,33025,FL,8
96,359393.0,Dallas-Fort Worth-Arlington,Lewisville,75067,TX,9
97,1720812.0,Los Angeles-Long Beach-Anaheim,Los Angeles,90034,CA,1
98,670738.0,Denver-Aurora-Lakewood,Parker,80134,CO,6
99,2433216.0,Miami-Fort Lauderdale-West Palm Beach,Miami Beach,33139,FL,1
100,1284613.0,Chicago-Naperville-Elgin,Chicago,60611,IL,1
101,703421.0,Sacramento--Roseville--Arden-Arcade,Folsom,95630,CA,5
102,294846.0,Ann Arbor,Ypsilanti,48197,MI,10
103,275036.0,Cleveland-Elyria,Lakewood,44107,OH,10
104,316367.0,Kansas City,Olathe,66062,KS,10
105,1531496.0,New York-Newark-Jersey City,New York,11211,NY,1
106,149419.0,Cleveland-Elyria,Elyria,44035,OH,10
107,422727.0,Phoenix-Mesa-Scottsdale,Tempe,85281,AZ,8
108,871230.0,New York-Newark-Jersey City,New York,11377,NY,4
109,683103.0,Los Angeles-Long Beach-Anaheim,Long Beach,90805,CA,6
110,1184288.0,New York-Newark-Jersey City,Jersey City,7302,NJ,1
111,678687.0,Los Angeles-Long Beach-Anaheim,Norwalk,90650,CA,6
112,659861.0,Los Angeles-Long Beach-Anaheim,Los Angeles,90044,CA,6
113,294075.0,Tucson,Tucson,85710,AZ,10
114,934652.0,Los Angeles-Long Beach-Anaheim,Westminster,92683,CA,3
115,431559.0,Phoenix-Mesa-Scottsdale,Chandler,85225,AZ,8
116,703075.0,New York-Newark-Jersey City,New York,11234,NY,5
117,257675.0,Atlanta-Sandy Springs-Roswell,Stockbridge,30281,GA,10
118,407645.0,Nashville-Davidson--Murfreesboro--Franklin,Hendersonville,37075,TN,8
119,948040.0,New York-Newark-Jersey City,New York,11355,NY,3
120,1578075.0,New York-Newark-Jersey City,New York,11238,NY,1
121,474011.0,Austin-Round Rock,Leander,78641,TX,8
122,650799.0,New York-Newark-Jersey City,New York,10314,NY,6
123,154816.0,Philadelphia-Camden-Wilmington,Philadelphia,19143,PA,10
124,198046.0,El Paso,El Paso,79938,TX,10
125,789334.0,Riverside-San Bernardino-Ontario,Chino Hills,91709,CA,5
126,1778506.0,New York-Newark-Jersey City,New York,11215,NY,1
127,184500.0,Chicago-Naperville-Elgin,Chicago,60617,IL,10
128,307493.0,Albuquerque,Albuquerque,87114,NM,10
129,222825.0,Jacksonville,Jacksonville,32210,FL,10
130,310029.0,Columbus,Westerville,43081,OH,10
131,858586.0,Napa,Napa,94558,CA,4
132,1338553.0,Los Angeles-Long Beach-Anaheim,Los Angeles,90026,CA,1
133,348551.0,Dallas-Fort Worth-Arlington,Mansfield,76063,TX,10
134,304884.0,Houston-The Woodlands-Sugar Land,Missouri City,77459,TX,10
135,760102.0,San Diego-Carlsbad,Chula Vista,91910,CA,5
136,414795.0,Raleigh,Wake Forest,27587,NC,8
137,411121.0,Atlanta-Sandy Springs-Roswell,Cumming,30040,GA,8
138,364554.0,Fresno,Fresno,93722,CA,9
139,657118.0,Portland-Vancouver-Hillsboro,Portland,97229,OR,6
140,265910.0,Hartford-West Hartford-East Hartford,Bristol,6010,CT,10
141,247835.0,Lancaster,Lancaster Township,17603,PA,10
142,304626.0,Dallas-Fort Worth-Arlington,Burleson,76028,TX,10
143,470310.0,Cape Coral-Fort Myers,Fort Myers,33908,FL,8
144,273124.0,Columbus,Grove City,43123,OH,10
145,377638.0,Dallas-Fort Worth-Arlington,The Colony,75056,TX,9
146,354256.0,Las Vegas-Henderson-Paradise,Las Vegas,89108,NV,9
147,430030.0,Phoenix-Mesa-Scottsdale,Glendale,85308,AZ,8
148,145960.0,McAllen-Edinburg-Mission,Pharr,78577,TX,10
149,272225.0,San Antonio-New Braunfels,San Antonio,78240,TX,10
150,528725.0,Vallejo-Fairfield,Fairfield,94533,CA,7
151,361620.0,Albuquerque,Albuquerque,87111,NM,9
152,308048.0,Ithaca,Town Of Ithaca,14850,NY,10
153,429324.0,Miami-Fort Lauderdale-West Palm Beach,Pembroke Pines,33024,FL,8
154,885890.0,Seattle-Tacoma-Bellevue,Bothell,98012,WA,4
155,157849.0,Detroit-Warren-Dearborn,Taylor,48180,MI,10
156,269647.0,College Station-Bryan,College Station,77845,TX,10
157,367472.0,Atlanta-Sandy Springs-Roswell,Atlanta,30318,GA,9
158,219291.0,Cleveland-Elyria,Mentor,44060,OH,10
159,226173.0,Yuma,Yuma,85364,AZ,10
160,559465.0,Sacramento--Roseville--Arden-Arcade,Carmichael,95608,CA,7
161,204528.0,Columbus,Newark,43055,OH,10
162,761766.0,New York-Newark-Jersey City,New York,11385,NY,5
163,380101.0,Tampa-St. Petersburg-Clearwater,Tampa,33647,FL,9
164,1165930.0,Los Angeles-Long Beach-Anaheim,Laguna Niguel,92677,CA,1
165,280216.0,Cleveland-Elyria,Medina,44256,OH,10
166,633726.0,Boston-Cambridge-Newton,Malden,2148,MA,6
167,220489.0,Pittsburgh,Greensburg,15601,PA,10
168,529759.0,Denver-Aurora-Lakewood,Aurora,80013,CO,7
169,1805737.0,Los Angeles-Long Beach-Anaheim,Los Angeles,90066,CA,1
170,421034.0,Washington-Arlington-Alexandria,Silver Spring,20906,MD,8
171,271239.0,Lafayette-West Lafayette,West Lafayette,47906,IN,10
172,199246.0,Springfield,Springfield,65807,MO,10
173,619087.0,Bridgeport-Stamford-Norwalk,Stamford,6902,CT,6
174,265311.0,Cincinnati,Hamilton,45011,OH,10
175,353953.0,Atlanta-Sandy Springs-Roswell,Woodstock,30188,GA,9
176,603204.0,Riverside-San Bernardino-Ontario,Fontana,92336,CA,6
177,383951.0,Kennewick-Richland,Pasco,99301,WA,9
178,852885.0,New York-Newark-Jersey City,New York,11373,NY,4
179,275850.0,Columbia,Columbia,65203,MO,10
180,400822.0,Charlotte-Concord-Gastonia,Huntersville,28078,NC,8
181,214982.0,Chicago-Naperville-Elgin,Chicago,60620,IL,10
182,305107.0,Chicago-Naperville-Elgin,Crown Point,46307,IN,10
183,441230.0,Sacramento--Roseville--Arden-Arcade,Sacramento,95823,CA,8
184,387346.0,Riverside-San Bernardino-Ontario,Hesperia,92345,CA,9
185,313490.0,Raleigh,Raleigh,27610,NC,10
186,553266.0,Cape Coral-Fort Myers,Bonita Springs,34135,FL,7
187,289044.0,Albuquerque,Albuquerque,87120,NM,10
188,296441.0,Greensboro-High Point,Greensboro,27410,NC,10
189,455606.0,Dallas-Fort Worth-Arlington,Frisco,75035,TX,8
190,1057589.0,Seattle-Tacoma-Bellevue,Seattle,98103,WA,2
191,277632.0,Houston-The Woodlands-Sugar Land,Cinco Ranch,77450,TX,10
192,646635.0,Sacramento--Roseville--Arden-Arcade,Roseville,95747,CA,6
193,357518.0,Las Vegas-Henderson-Paradise,Las Vegas,89121,NV,9
194,191736.0,Greensboro-High Point,Greensboro,27406,NC,10
195,863157.0,Los Angeles-Long Beach-Anaheim,Anaheim,92804,CA,4
196,400849.0,New York-Newark-Jersey City,Toms River,8753,NJ,8
197,287580.0,Dallas-Fort Worth-Arlington,Dallas,75228,TX,10
198,934959.0,San Diego-Carlsbad,San Diego,92126,CA,3
199,2404469.0,New York-Newark-Jersey City,New York,10028,NY,1
200,364372.0,Chicago-Naperville-Elgin,Chicago,60634,IL,9
201,789880.0,Washington-Arlington-Alexandria,Washington,20011,DC,5
202,223845.0,Columbus,Lancaster,43130,OH,10
203,355802.0,Dallas-Fort Worth-Arlington,Fort Worth,76244,TX,9
204,580530.0,Riverside-San Bernardino-Ontario,Riverside,92503,CA,7
205,709959.0,San Diego-Carlsbad,Chula Vista,91911,CA,5
206,302196.0,Charlotte-Concord-Gastonia,Rock Hill,29732,SC,10
207,259174.0,Jacksonville,Jacksonville,32218,FL,10
208,410808.0,Washington-Arlington-Alexandria,Woodbridge,22191,VA,8
209,165489.0,Fayetteville,Fayetteville,28314,NC,10
210,310247.0,Jacksonville,Jacksonville,32256,FL,10
211,898034.0,New York-Newark-Jersey City,New York,11233,NY,4
212,298330.0,Virginia Beach-Norfolk-Newport News,Chesapeake,23320,VA,10
213,237036.0,Richmond-Berea,Richmond,40475,KY,10
214,233776.0,Hagerstown-Martinsburg,Hagerstown,21740,MD,10
215,1288907.0,San Diego-Carlsbad,San Diego,92101,CA,1
216,1460328.0,Los Angeles-Long Beach-Anaheim,Los Angeles,90019,CA,1
217,380597.0,Orlando-Kissimmee-Sanford,Clermont,34711,FL,9
218,325565.0,Atlanta-Sandy Springs-Roswell,Loganville,30052,GA,10
219,346026.0,Nashville-Davidson--Murfreesboro--Franklin,Columbia,38401,TN,10
220,274430.0,Houston-The Woodlands-Sugar Land,Houston,77095,TX,10
221,447433.0,New York-Newark-Jersey City,Bayonne,7002,NJ,8
222,444579.0,Atlanta-Sandy Springs-Roswell,Cumming,30041,GA,8
223,332764.0,Chicago-Naperville-Elgin,Des Plaines,60016,IL,10
224,504906.0,Miami-Fort Lauderdale-West Palm Beach,Hallandale,33009,FL,7
225,1472528.0,San Francisco-Oakland-Hayward,Fremont,94536,CA,1
226,563311.0,Las Vegas-Henderson-Paradise,Henderson,89052,NV,7
227,204220.0,Tulsa,Broken Arrow,74012,OK,10
228,543681.0,New York-Newark-Jersey City,New York,10457,NY,7
229,452053.0,Greeley,Greeley,80634,CO,8
230,314181.0,Columbus,Hilliard,43026,OH,10
231,659951.0,Riverside-San Bernardino-Ontario,Temecula,92592,CA,6
232,288872.0,Columbus,Gahanna,43230,OH,10
233,466347.0,Las Vegas-Henderson-Paradise,Las Vegas,89117,NV,8
234,427268.0,Atlanta-Sandy Springs-Roswell,Smyrna,30080,GA,8
235,921584.0,Washington-Arlington-Alexandria,Washington,20001,DC,3
236,171383.0,Greenville,Greenville,27834,NC,10
237,619952.0,Los Angeles-Long Beach-Anaheim,South Gate,90280,CA,6
238,273495.0,Columbia,Lexington,29072,SC,10
239,225505.0,Indianapolis-Carmel-Anderson,Indianapolis,46227,IN,10
240,260547.0,Jacksonville,Jacksonville,32244,FL,10
241,309816.0,Baltimore-Columbia-Towson,Owings Mills,21117,MD,10
242,1214882.0,New York-Newark-Jersey City,New York,10027,NY,1
243,251033.0,Philadelphia-Camden-Wilmington,Philadelphia,19111,PA,10
244,606599.0,Los Angeles-Long Beach-Anaheim,Bell,90201,CA,6
245,647887.0,Riverside-San Bernardino-Ontario,Rancho Cucamonga,91730,CA,6
246,436662.0,Ann Arbor,Ann Arbor,48103,MI,8
247,643491.0,New York-Newark-Jersey City,New York,11236,NY,6
248,704845.0,Dallas-Fort Worth-Arlington,Dallas,75206,TX,5
249,1604438.0,Los Angeles-Long Beach-Anaheim,Los Angeles,90004,CA,1
250,374466.0,Nashville-Davidson--Murfreesboro--Franklin,Murfreesboro,37128,TN,9
251,1662454.0,San Diego-Carlsbad,San Diego,92109,CA,1
252,416468.0,Atlanta-Sandy Springs-Roswell,Marietta,30062,GA,8
253,179777.0,Chicago-Naperville-Elgin,Chicago,60628,IL,10
254,636091.0,New York-Newark-Jersey City,West New York,7093,NJ,6
255,299295.0,Orlando-Kissimmee-Sanford,Orlando,32822,FL,10
256,241812.0,Atlanta-Sandy Springs-Roswell,Atlanta,30331,GA,10
257,213797.0,Dallas-Fort Worth-Arlington,Dallas,75217,TX,10
258,539631.0,Boston-Cambridge-Newton,Plymouth,2360,MA,7
259,360933.0,Port St. Lucie,Port Saint Lucie,34953,FL,9
260,323394.0,Nashville-Davidson--Murfreesboro--Franklin,Murfreesboro,37130,TN,10
261,456721.0,Miami-Fort Lauderdale-West Palm Beach,The Crossings,33186,FL,8
262,788618.0,Boston-Cambridge-Newton,Medford,2155,MA,5
263,610304.0,New York-Newark-Jersey City,Yonkers,10701,NY,6
264,457753.0,Miami-Fort Lauderdale-West Palm Beach,Hialeah,33012,FL,8
265,723400.0,Los Angeles-Long Beach-Anaheim,Los Angeles,91342,CA,5
266,712163.0,Los Angeles-Long Beach-Anaheim,Bellflower,90706,CA,5
267,524500.0,Riverside-San Bernardino-Ontario,Fontana,92335,CA,7
268,1400404.0,San Jose-Sunnyvale-Santa Clara,San Jose,95123,CA,1
269,743526.0,San Diego-Carlsbad,El Cajon,92021,CA,5
270,371506.0,Deltona-Daytona Beach-Ormond Beach,Ormond Beach,32174,FL,9
271,642894.0,Washington-Arlington-Alexandria,Alexandria,22304,VA,6
272,235541.0,Albuquerque,Albuquerque,87121,NM,10
273,821426.0,New York-Newark-Jersey City,New York,11372,NY,4
274,400073.0,Washington-Arlington-Alexandria,Woodbridge,22193,VA,8
275,772166.0,Oxnard-Thousand Oaks-Ventura,Simi Valley,93065,CA,5
276,221402.0,Greenville,Greenville,27858,NC,10
277,190624.0,Findlay,Findlay,45840,OH,10
278,207447.0,Chicago-Naperville-Elgin,Chicago,60649,IL,10
279,421381.0,Miami-Fort Lauderdale-West Palm Beach,Margate,33063,FL,8
280,366129.0,Durham-Chapel Hill,Durham,27703,NC,9
281,349782.0,Virginia Beach-Norfolk-Newport News,Virginia Beach,23454,VA,10
282,322672.0,Chicago-Naperville-Elgin,Chicago,60626,IL,10
283,373474.0,Miami-Fort Lauderdale-West Palm Beach,Pompano Beach,33064,FL,9
284,207633.0,Detroit-Warren-Dearborn,Westland,48185,MI,10
285,1213685.0,Los Angeles-Long Beach-Anaheim,Costa Mesa,92627,CA,1
286,460573.0,Miami-Fort Lauderdale-West Palm Beach,Miramar,33027,FL,8
287,253947.0,Tucson,Tucson,85705,AZ,10
288,335201.0,Miami-Fort Lauderdale-West Palm Beach,Fort Lauderdale,33311,FL,10
289,494391.0,New York-Newark-Jersey City,Monroe Township,8831,NJ,8
290,592272.0,Washington-Arlington-Alexandria,Ashburn,20147,VA,7
291,196441.0,Cleveland-Elyria,Parma Heights,44130,OH,10
292,1473726.0,Los Angeles-Long Beach-Anaheim,Los Angeles,90025,CA,1
293,485977.0,Washington-Arlington-Alexandria,Gaithersburg,20878,MD,8
294,222189.0,Columbus,Columbus,43228,OH,10
295,426145.0,Atlanta-Sandy Springs-Roswell,Johns Creek,30022,GA,8
296,435875.0,Atlanta-Sandy Springs-Roswell,Milton,30004,GA,8
297,240654.0,Virginia Beach-Norfolk-Newport News,Hampton,23666,VA,10
298,471452.0,Phoenix-Mesa-Scottsdale,Queen Creek,85142,AZ,8
299,466968.0,Portland-Vancouver-Hillsboro,Vancouver,98682,WA,8
300,1424287.0,San Jose-Sunnyvale-Santa Clara,Milpitas,95035,CA,1
301,682400.0,Riverside-San Bernardino-Ontario,Chino,91710,CA,6
302,574975.0,Los Angeles-Long Beach-Anaheim,Los Angeles,90011,CA,7
303,236556.0,Richmond,Richmond,23223,VA,10
304,1272966.0,New York-Newark-Jersey City,New York,11218,NY,1
305,400715.0,Durham-Chapel Hill,Durham,27713,NC,8
306,240719.0,Houston-The Woodlands-Sugar Land,Houston,77082,TX,10
307,190468.0,Cleveland-Elyria,Painesville,44077,OH,10
308,924631.0,San Francisco-Oakland-Hayward,Hayward,94544,CA,3
309,178720.0,Zanesville,Zanesville,43701,OH,10
310,278232.0,Charlotte-Concord-Gastonia,Rock Hill,29730,SC,10
311,964448.0,New York-Newark-Jersey City,New York,11223,NY,3
312,622423.0,Chicago-Naperville-Elgin,Chicago,60622,IL,6
313,638465.0,Charleston-North Charleston,Mount Pleasant,29464,SC,6
314,470424.0,Chicago-Naperville-Elgin,Chicago,60616,IL,8
315,261579.0,Winston-Salem,Kernersville,27284,NC,10
316,356647.0,Birmingham-Hoover,Hoover,35242,AL,9
317,226882.0,Fargo,Fargo,58103,ND,10
318,565179.0,Denver-Aurora-Lakewood,Aurora,80015,CO,7
319,450023.0,Washington-Arlington-Alexandria,Washington,20019,DC,8
320,273985.0,Rochester,Rochester,55901,MN,10
321,2715664.0,New York-Newark-Jersey City,New York,10021,NY,1
322,549000.0,Fort Collins,Fort Collins,80525,CO,7
323,302057.0,Atlanta-Sandy Springs-Roswell,Powder Springs,30127,GA,10
324,397850.0,Eugene,Eugene,97402,OR,9
325,365294.0,Miami-Fort Lauderdale-West Palm Beach,Lauderhill,33313,FL,9
326,242037.0,Hot Springs,Hot Springs,71913,AR,10
327,1905008.0,Los Angeles-Long Beach-Anaheim,Los Angeles,90027,CA,1
328,677379.0,Nashville-Davidson--Murfreesboro--Franklin,Franklin,37064,TN,6
329,399921.0,Nashville-Davidson--Murfreesboro--Franklin,Gallatin,37066,TN,9
330,1131221.0,Seattle-Tacoma-Bellevue,Seattle,98115,WA,1
331,184027.0,Bowling Green,Bowling Green,42101,KY,10
332,372235.0,Fresno,Fresno,93727,CA,9
333,1288075.0,San Francisco-Oakland-Hayward,Dublin,94568,CA,1
334,162446.0,Philadelphia-Camden-Wilmington,Philadelphia,19124,PA,10
335,1878660.0,San Jose-Sunnyvale-Santa Clara,Santa Clara,95051,CA,1
336,792075.0,Los Angeles-Long Beach-Anaheim,Los Angeles,91335,CA,5
337,582677.0,Vallejo-Fairfield,Vacaville,95687,CA,7
338,371431.0,Orlando-Kissimmee-Sanford,Orlando,32828,FL,9
339,346378.0,Jacksonville,Jacksonville,32225,FL,10
340,290776.0,Dallas-Fort Worth-Arlington,Fort Worth,76116,TX,10
341,859413.0,Los Angeles-Long Beach-Anaheim,Los Angeles,90731,CA,4
342,225451.0,College Station-Bryan,College Station,77840,TX,10
343,477088.0,Houston-The Woodlands-Sugar Land,Houston,77007,TX,8
344,681908.0,Phoenix-Mesa-Scottsdale,Scottsdale,85251,AZ,6
345,292481.0,Virginia Beach-Norfolk-Newport News,Virginia Beach,23452,VA,10
346,262142.0,Dallas-Fort Worth-Arlington,Mesquite,75150,TX,10
347,269131.0,Atlanta-Sandy Springs-Roswell,McDonough,30253,GA,10
348,456053.0,Nashville-Davidson--Murfreesboro--Franklin,Mount Juliet,37122,TN,8
349,274403.0,Atlanta-Sandy Springs-Roswell,Douglasville,30135,GA,10
350,186512.0,Oklahoma City,Moore,73160,OK,10
351,387757.0,Las Vegas-Henderson-Paradise,North Las Vegas,89031,NV,9
352,414752.0,Los Angeles-Long Beach-Anaheim,Palmdale,93550,CA,8
353,241593.0,Columbus,Reynoldsburg,43068,OH,10
354,473816.0,Los Angeles-Long Beach-Anaheim,Lancaster,93536,CA,8
355,288831.0,Greenville-Anderson-Mauldin,Simpsonville,29681,SC,10
356,309316.0,Chicago-Naperville-Elgin,Chicago,60615,IL,10
357,526783.0,New York-Newark-Jersey City,Union City,7087,NJ,7
358,195403.0,Frankfort,Frankfort,40601,KY,10
359,360163.0,Miami-Fort Lauderdale-West Palm Beach,Lauderhill,33319,FL,9
360,177923.0,McAllen-Edinburg-Mission,McAllen,78501,TX,10
361,1109226.0,Seattle-Tacoma-Bellevue,Seattle,98122,WA,1
362,176651.0,Baltimore-Columbia-Towson,Baltimore,21215,MD,10
363,225208.0,St. Louis,Affton,63123,MO,10
364,273766.0,Rochester,Town of Webster,14580,NY,10
365,1010414.0,Los Angeles-Long Beach-Anaheim,Lake Forest,92630,CA,2
366,289320.0,Kansas City,Olathe,66061,KS,10
367,308460.0,Buffalo-Cheektowaga-Niagara Falls,Town Of Amherst,14221,NY,10
368,550009.0,Virginia Beach-Norfolk-Newport News,Virginia Beach,23451,VA,7
369,687810.0,San Francisco-Oakland-Hayward,Antioch,94509,CA,6
370,1251542.0,New York-Newark-Jersey City,New York,11225,NY,1
371,641775.0,New York-Newark-Jersey City,New York,11208,NY,6
372,565751.0,Sacramento--Roseville--Arden-Arcade,Elk Grove,95758,CA,7
373,296424.0,Bakersfield,Bakersfield,93306,CA,10
374,397843.0,Chicago-Naperville-Elgin,Chicago,60641,IL,9
375,183529.0,Chillicothe,Chillicothe,45601,OH,10
376,297937.0,San Antonio-New Braunfels,San Antonio,78249,TX,10
377,435783.0,Las Vegas-Henderson-Paradise,Las Vegas,89123,NV,8
378,375504.0,Baltimore-Columbia-Towson,Pasadena,21122,MD,9
379,455501.0,Las Vegas-Henderson-Paradise,Las Vegas,89148,NV,8
380,271733.0,Bakersfield,Bakersfield,93307,CA,10
381,479708.0,Houston-The Woodlands-Sugar Land,Houston,77057,TX,8
382,371971.0,Philadelphia-Camden-Wilmington,Lansdale,19446,PA,9
383,399664.0,Los Angeles-Long Beach-Anaheim,Lancaster,93535,CA,9
384,295030.0,San Antonio-New Braunfels,San Antonio,78254,TX,10
385,1858639.0,San Francisco-Oakland-Hayward,San Francisco,94122,CA,1
386,478384.0,Miami-Fort Lauderdale-West Palm Beach,Greenacres,33467,FL,8
387,818251.0,New York-Newark-Jersey City,New York,11101,NY,4
388,220857.0,Houston-The Woodlands-Sugar Land,Baytown,77521,TX,10
389,309218.0,Visalia-Porterville,Tulare,93274,CA,10
390,407392.0,Durham-Chapel Hill,Durham,27707,NC,8
391,263373.0,Indianapolis-Carmel-Anderson,Greenwood,46143,IN,10
392,475231.0,North Port-Sarasota-Bradenton,Venice,34293,FL,8
393,274567.0,Charleston-North Charleston,Goose Creek,29445,SC,10
394,827228.0,Seattle-Tacoma-Bellevue,Shoreline,98133,WA,4
395,379836.0,Miami-Fort Lauderdale-West Palm Beach,Tamarac,33321,FL,9
396,443490.0,Dallas-Fort Worth-Arlington,McKinney,75070,TX,8
