,mean,max,min,std,1std_below,1std_above,zip,walk_score
54,4.0,6.666666667,2.333333333,1.4474937290430823,2.5525062709569175,5.4474937290430825,00707,2
55,5.333333333272727,7.333333333,2.333333333,1.7763883458047993,3.556944987467928,7.109721679077527,00714,3
56,4.222222222222222,7.0,1.0,2.1408720964571635,2.081350125765059,6.363094318679385,00715,3
57,5.476851851875001,7.333333333,2.0,1.6949029626612802,3.7819488892137203,7.171754814536281,00716,3
58,5.878787878787879,7.333333333,1.333333333,1.8234928742171455,4.055295004570733,7.702280753005025,00717,3
59,3.333333333272727,6.666666667,2.333333333,1.460593486885839,1.8727398463868878,4.793926820158566,00718,2
60,4.818181818090909,7.333333333,3.0,1.6757329167329207,3.142448901357988,6.4939147348238295,00719,3
61,3.9583333334999997,6.333333333,2.666666667,1.4302569419790854,2.5280763915209143,5.3885902754790855,00720,2
62,6.75,7.0,6.333333333,0.31914236936816454,6.430857630631835,7.069142369368165,00721,4
63,3.794871794846154,6.666666667,1.666666667,1.4878424694580665,2.307029325388087,5.282714264304221,00723,2
64,4.719160104976378,7.333333333,1.0,1.8341389267791774,2.885021178197201,6.5532990317555555,00725,3
65,6.611111111,7.333333333,5.0,0.9525793442679332,5.658531766732066,7.563690455267933,00726,4
66,4.987804878024391,7.333333333,2.333333333,1.6484145618536434,3.339390316170747,6.636219439878034,00727,3
67,5.3770491803114755,7.333333333,1.666666667,1.8553979405761698,3.5216512397353057,7.232447120887645,00728,3
68,4.933333333275,7.333333333,2.333333333,1.8737959096384478,3.0595374236365522,6.807129242913447,00729,3
69,5.418699186987805,7.333333333,1.666666667,1.8620541009808111,3.556645086006994,7.280753287968616,00730,3
70,3.5238095240000002,6.666666667,1.333333333,2.4179662626300087,1.1058432613699916,5.941775786630009,00731,2
71,4.555555555333333,7.0,2.333333333,2.3412563896968432,2.21429916563649,6.896811945030176,00732,3
72,7.333333333,7.333333333,7.333333333,0.0,7.333333333,7.333333333,00733,4
73,4.547619047642857,7.0,1.666666667,1.9897478381254208,2.557871209517436,6.537366885768278,00735,3
74,4.817204301032258,7.333333333,2.0,1.7905900324323591,3.026614268599899,6.607794333464617,00736,3
75,6.222222222333333,7.0,4.666666667,1.3471506279166765,4.8750715944166565,7.56937285025001,00737,4
76,4.578431372529412,7.0,1.666666667,1.6703168584620427,2.9081145140673694,6.248748230991454,00738,3
77,3.5432098765555557,7.333333333,2.0,1.3654721112723436,2.1777377652832124,4.908681987827899,00739,2
78,5.70833333325,7.0,4.0,1.0755212836846744,4.6328120495653256,6.783854616934674,00740,3
79,4.91666666675,6.666666667,3.0,2.0253029040075665,2.891363762742434,6.941969570757567,00741,3
80,2.6666666665000003,3.0,2.333333333,0.4714045210267337,2.195262145473267,3.1380711875267338,00742,2
81,2.5,3.0,2.0,0.43033148299800145,2.0696685170019986,2.9303314829980014,00744,2
82,4.56481481475,7.333333333,2.0,1.7308029963772904,2.8340118183727094,6.295617811127291,00745,3
83,4.666666666599999,7.333333333,2.0,1.8053418676763648,2.8613247989236346,6.472008534276364,00751,3
84,4.296296296277777,7.333333333,2.666666667,1.6484847027100342,2.6478115935677433,5.944780998987811,00754,3
85,4.333333333235294,7.333333333,2.333333333,1.6624947784462694,2.6708385547890248,5.995828111681563,00757,3
86,3.5555555555000002,6.0,2.0,1.7971170329828376,1.7584385225171626,5.352672588482838,00765,2
87,3.6041666666875,7.0,1.333333333,1.4818344486789563,2.1223322180085438,5.086001115366456,00766,2
88,3.745098039117647,7.333333333,2.0,1.6352429812861415,2.1098550578315054,5.3803410204037885,00767,2
89,4.174603174571429,7.0,2.0,1.9368331759432436,2.237769998628185,6.111436350514673,00769,3
90,4.130434782565217,7.0,2.0,1.4898279016161242,2.6406068809490932,5.620262684181341,00771,3
91,5.944444444333333,7.333333333,5.0,0.8277591346476297,5.116685309685703,6.772203578980962,00772,3
92,4.1333333334,6.333333333,2.666666667,1.289764344002546,2.8435689893974545,5.423097677402547,00773,3
93,2.6666666665000003,3.0,2.333333333,0.4714045210267337,2.195262145473267,3.1380711875267338,00775,2
94,3.6666666666666665,7.333333333,2.0,1.5898986690435302,2.0767679976231364,5.256565335710197,00777,2
95,5.007575757545454,7.333333333,2.0,1.8433323328700868,3.1642434246753672,6.85090809041554,00778,3
96,4.511111111066667,7.333333333,2.333333333,1.9553210537814107,2.5557900572852557,6.466432164848078,00780,3
97,5.291666666625,7.333333333,3.333333333,1.4302569421164235,3.8614097245085763,6.721923608741424,00782,3
98,3.833333333357143,6.666666667,2.666666667,1.4307370641956714,2.4025962691614717,5.264070397552814,00783,2
99,5.042735042692308,7.333333333,1.666666667,1.9678401005503683,3.0748949421419396,7.010575143242676,00784,3
100,7.333333333,7.333333333,7.333333333,0.0,7.333333333,7.333333333,00785,4
101,2.7777777779999995,3.666666667,2.0,0.8388704929623898,1.9389072850376097,3.616648270962389,00786,2
102,4.3125,7.333333333,2.333333333,1.4140551514037454,2.8984448485962546,5.726555151403746,00791,3
103,6.3999999998,7.333333333,5.333333333,0.7958224257751643,5.6041775740248365,7.195822425575164,00792,4
104,3.7555555556666667,6.666666667,2.666666667,1.3181677197723114,2.4373878358943553,5.073723275438978,00794,2
105,4.38095238097619,7.333333333,1.666666667,1.8618570858136723,2.5190952951625176,6.242809466789862,00795,3
106,4.977011494241379,7.333333333,3.0,1.4307591348420754,3.546252359399303,6.407770629083454,00802,3
107,4.759259259277778,6.333333333,3.0,1.1190890059649434,3.6401702533128346,5.878348265242721,00820,3
108,2.5555555556666665,3.0,2.0,0.5091750772536854,2.0463804784129813,3.0647306329203516,00830,2
109,4.130434782565217,7.333333333,2.0,1.3132546139573884,2.8171801686078286,5.443689396522606,00840,3
110,4.166666666625,6.333333333,3.0,1.2724180205045674,2.8942486461204324,5.439084687129567,00850,3
111,5.974358974230769,7.333333333,3.0,1.641259331462874,4.333099642767895,7.615618305693642,00901,3
112,5.444444444333333,7.333333333,3.0,2.2194427060179533,3.2250017383153793,7.663887150351286,00902,3
113,6.205673758787234,7.333333333,2.666666667,1.1453607145673146,5.060313044219919,7.351034473354549,00907,4
114,6.3999999998,7.333333333,5.333333333,0.9249624615686363,5.475037538231364,7.324962461368637,00908,4
115,6.214285714285714,7.333333333,3.0,1.166099635382934,5.048186078902781,7.380385349668648,00909,4
116,6.333333333666666,6.666666667,5.666666667,0.5773502691896257,5.755983064477041,6.910683602856292,00910,4
117,6.318840579608696,7.333333333,4.0,1.0370814763354856,5.2817591032732105,7.355922055944181,00911,4
118,6.809523809380953,7.333333333,5.0,0.7715167496654143,6.038007059715539,7.581040559046367,00912,4
119,6.62499999975,7.333333333,3.333333333,1.3736465200247807,5.2513534797252195,7.9986465197747805,00913,4
120,7.333333333,7.333333333,7.333333333,0.0,7.333333333,7.333333333,00914,4
121,6.547169811150943,7.333333333,1.0,1.3807194017850442,5.166450409365899,7.9278892129359875,00915,4
122,7.333333333,7.333333333,7.333333333,0.0,7.333333333,7.333333333,00916,4
123,6.242937852983051,7.333333333,1.0,1.4247813684598711,4.81815648452318,7.667719221442922,00917,4
124,6.4285714284571425,7.333333333,3.333333333,1.0833602667235889,5.345211161733554,7.511931695180731,00918,4
125,4.5555555556666665,5.333333333,3.666666667,0.8388704924988034,3.716685063167863,5.39442604816547,00919,3
126,5.696078431352941,7.333333333,1.0,1.7181299970827064,3.9779484342702345,7.414208428435647,00920,3
127,6.06584362137037,7.333333333,1.0,1.332728772364557,4.733114849005814,7.398572393734927,00921,4
128,4.5,5.333333333,3.666666667,1.1785113015061748,3.321488698493825,5.678511301506175,00922,3
129,6.733333333222222,7.333333333,4.0,0.8486471704537709,5.8846861627684515,7.581980503675993,00923,4
130,6.101307189509804,7.333333333,1.0,1.251436328246569,4.849870861263234,7.352743517756373,00924,4
131,6.740740740666666,7.333333333,4.666666667,0.8048509425222858,5.93588979814438,7.5455916831889525,00925,4
132,5.757246376809782,7.333333333,2.666666667,1.347919542729691,4.40932683408009,7.105165919539473,00926,3
133,5.698924731193548,7.333333333,2.0,1.2833833718775185,4.4155413593160295,6.982308103071067,00927,3
134,6.555555555333332,7.333333333,5.333333333,1.0715167512905694,5.484038804042763,7.6270723066239015,00928,4
135,5.111111111,6.666666667,4.333333333,1.3471506284940273,3.763960482505972,6.458261739494027,00929,3
136,6.555555555333332,7.333333333,5.333333333,1.0715167512905694,5.484038804042763,7.6270723066239015,00931,4
137,5.0000000001250005,6.666666667,2.666666667,1.6232438618934015,3.376756138231599,6.623243862018402,00934,3
138,6.666666666499999,7.333333333,5.333333333,0.9026709339305016,5.763995732569498,7.569337600430501,00935,4
139,3.333333333,3.333333333,3.333333333,,,,00936,2
140,3.0,3.0,3.0,,,,00937,2
141,6.333333333666666,6.666666667,5.666666667,0.5773502691896257,5.755983064477041,6.910683602856292,00940,4
142,5.560975609695122,7.333333333,2.333333333,1.4102097332789383,4.150765876416184,6.97118534297406,00949,3
143,4.999999999666667,7.333333333,3.333333333,2.0816659994661326,2.918334000200534,7.081665999132799,00950,3
144,4.999999999666667,7.333333333,3.333333333,2.0816659994661326,2.918334000200534,7.081665999132799,00951,3
145,5.72222222225,7.0,2.666666667,1.5880445591486883,4.134177663101312,7.310266781398688,00952,3
146,4.8842592592916665,7.333333333,1.0,1.5189566081600527,3.3653026511316138,6.403215867451719,00953,3
147,5.5,6.666666667,4.333333333,1.649915823240016,3.8500841767599843,7.149915823240016,00954,3
148,5.7808857808811185,7.333333333,1.0,1.3975749705404121,4.383310810340706,7.178460751421531,00956,3
149,6.00427350425,7.333333333,1.0,1.2460617124653752,4.758211791784625,7.250335216715376,00957,4
150,6.555555555666667,7.0,6.0,0.5091750772536853,6.046380478412982,7.0647306329203525,00958,4
151,5.93999999998,7.333333333,2.666666667,1.1941130768171717,4.7458869231628285,7.134113076797172,00959,3
152,6.5,6.666666667,6.333333333,0.2357022608669208,6.264297739133079,6.735702260866921,00960,4
153,5.938375350117647,7.333333333,2.666666667,1.2381007161190507,4.700274633998596,7.176476066236697,00961,3
154,6.130434782550725,7.333333333,1.0,1.5094661992191507,4.620968583331575,7.639900981769875,00962,4
155,7.24999999975,7.333333333,7.0,0.16666666649999998,7.08333333325,7.41666666625,00963,4
156,6.395061728333333,7.333333333,3.333333333,1.1248439094903933,5.27021781884294,7.519905637823727,00965,4
157,5.401709401717948,7.333333333,2.333333333,1.4228286775225596,3.9788807241953883,6.824538079240508,00966,3
158,5.5789473685263165,7.333333333,3.666666667,1.1750603097878538,4.403887058738462,6.754007678314171,00968,3
159,5.430555555569445,7.333333333,2.333333333,1.2957587006427822,4.1347968549266625,6.726314256212227,00969,3
160,6.0,7.0,5.0,1.0,5.0,7.0,00970,3
161,5.257575757590909,7.0,3.0,1.216864816141212,4.040710941449698,6.474440573732121,00971,3
162,7.333333333,7.333333333,7.333333333,0.0,7.333333333,7.333333333,00975,4
163,5.64983164979798,7.333333333,2.0,1.3471846324147947,4.302647017383185,6.997016282212774,00976,3
164,7.24999999975,7.333333333,7.0,0.16666666649999998,7.08333333325,7.41666666625,00977,4
165,4.368421052631579,7.0,1.0,1.7634657824656608,2.604955270165918,6.131886835097239,00979,3
166,3.0,3.0,3.0,,,,00981,2
167,5.7777777777407415,7.333333333,3.0,1.1911353486248275,4.586642429115914,6.968913126365569,00982,3
168,6.016260162536585,7.333333333,1.0,1.4850200512686416,4.531240111267944,7.501280213805226,00983,4
169,4.888888888666666,6.333333333,3.0,1.7105338129649164,3.1783550757017496,6.599422701631583,00984,3
170,5.614379084980392,7.333333333,1.0,1.6060615028986232,4.008317582081769,7.220440587879015,00985,3
171,7.333333333,7.333333333,7.333333333,0.0,7.333333333,7.333333333,00986,4
172,5.353741496571429,7.333333333,2.666666667,1.5417164605044968,3.812025036066932,6.895457957075926,00987,3
173,6.999999999666667,7.333333333,6.333333333,0.5773502691896257,6.4226497304770405,7.577350268856293,00988,4
174,8.921568628294118,15.5,4.833333333,3.78553425746145,5.136034370832668,12.707102885755567,01001,5
175,10.005555555566668,18.16666667,3.333333333,4.424003521003685,5.581552034562982,14.429559076570353,01002,6
176,11.294117647235295,18.16666667,3.333333333,4.190982968242712,7.103134678992583,15.485100615478007,01003,6
177,13.5000000005,18.16666667,8.833333333,3.55746476714965,9.94253523335035,17.05746476764965,01004,7
178,5.642857142571429,7.833333333,3.833333333,1.6511179473843178,3.991739195187111,7.2939750899557465,01005,3
179,6.285714285714286,12.5,3.833333333,2.9778725405375948,3.307841745176691,9.263586826251881,01007,4
180,4.222222222333333,6.166666667,2.166666667,1.2747548783655103,2.947467343967823,5.496977100698844,01008,3
181,4.555555555333333,4.833333333,4.0,0.48112522413223785,4.074430331201095,5.036680779465571,01009,3
182,5.371794871692307,9.0,3.0,2.1138365223040205,3.2579583493882867,7.485631393996328,01010,3
183,3.722222222333333,4.666666667,2.166666667,0.8249579113169621,2.8972643110163707,4.547180133650295,01011,2
184,4.0,4.0,4.0,,,,01012,2
185,13.303921568029413,18.83333333,5.833333333,2.731371119921955,10.572550448107458,16.03529268795137,01013,7
186,18.66666667,18.66666667,18.66666667,,,,01014,10
187,12.554263565488371,18.83333333,4.833333333,3.076992822187631,9.47727074330074,15.631256387676002,01020,7
188,16.44444444333333,18.83333333,13.66666667,2.6051942381554802,13.839250205177851,19.049638681488812,01021,9
189,10.814814814777778,15.83333333,4.833333333,3.441418921971219,7.373395892806559,14.256233736748996,01022,6
190,3.6111111111666667,4.5,2.333333333,0.8670939118133073,2.7440171993533595,4.478205022979974,01026,2
191,8.115942028826087,17.66666667,3.666666667,3.9483517794201806,4.167590249405906,12.064293808246267,01027,5
192,8.94166666685,14.33333333,4.833333333,3.020047538246398,5.921619128603602,11.9617142050964,01028,5
193,5.555555555666667,6.166666667,4.666666667,0.7876359375912102,4.7679196180754575,6.343191493257877,01029,3
194,9.694444445583333,15.5,5.166666667,4.0768088473952675,5.617635598188065,13.7712532929786,01030,5
195,4.722222222,6.333333333,3.0,1.6694421333076994,3.052780088692301,6.391664355307699,01031,3
196,5.833333333166666,10.5,3.333333333,2.438123139812444,3.3952101933542225,8.27145647297911,01032,3
197,7.986111111583333,13.16666667,3.833333333,3.1610463158630147,4.825064795720318,11.147157427446349,01033,4
198,3.555555555666667,4.666666667,2.166666667,0.8670939117492364,2.6884616439174307,4.422649467415903,01034,2
199,7.75000000075,14.16666667,3.333333333,4.750243659998069,2.999756340751931,12.500243660748069,01035,4
200,5.66666666675,7.0,4.833333333,0.952579344454561,4.714087322295439,6.619246011204561,01036,3
201,4.722222222,6.333333333,3.0,1.6694421333076994,3.052780088692301,6.391664355307699,01037,3
202,5.944444444333333,6.833333333,5.166666667,0.8388704924988034,5.105573951834529,6.783314936832136,01038,3
203,6.4833333329,11.83333333,3.166666667,2.7073858733962237,3.7759474595037763,9.190719206296224,01039,4
204,13.387500000074999,17.66666667,4.833333333,2.9531931391586985,10.434306860916301,16.340693139233696,01040,7
205,15.766666668,17.66666667,14.5,1.2995725793933601,14.46709408860664,17.06623924739336,01041,8
206,4.015151515272727,5.666666667,2.166666667,0.9956978162960728,3.0194536989766543,5.010849331568799,01050,3
207,9.000000001333333,12.66666667,6.166666667,3.3291640608917628,5.67083594044157,12.329164062225097,01053,5
208,5.454545454272727,11.83333333,3.166666667,2.6967994490383105,2.757746005234417,8.151344903311038,01054,3
209,8.472222221666668,15.33333333,5.0,3.341530324209168,5.130691897457499,11.813752545875836,01056,5
210,5.083333333583333,10.16666667,3.5,1.8402074990090358,3.2431258345742973,6.923540832592369,01057,3
211,9.5333333334,11.5,8.166666667,1.2494443208971826,8.283889012502817,10.782777654297183,01059,5
212,12.23958333375,18.16666667,5.333333333,3.9538863913428646,8.285696942407135,16.193469725092864,01060,7
213,16.333333335,18.16666667,14.5,2.5927248667076968,13.740608468292303,18.926058201707697,01061,9
214,11.010416667125,17.66666667,5.333333333,3.8352501248130744,7.175166542311926,14.845666791938074,01062,6
215,14.687500000375,18.16666667,8.333333333,3.2163243103942323,11.471175689980768,17.90382431076923,01063,8
216,5.944444444333333,6.833333333,5.166666667,0.8388704924988034,5.105573951834529,6.783314936832136,01066,3
217,5.18749999975,7.833333333,3.0,1.5260632514546952,3.661436748295305,6.713563251204695,01068,3
218,5.98717948723077,10.16666667,3.0,2.0816249407623273,3.9055545464684425,8.068804427993097,01069,3
219,3.814814814777778,5.833333333,2.333333333,1.0847568993795536,2.7300579153982243,4.899571714157331,01070,2
220,3.555555555666667,4.666666667,2.166666667,0.8670939117492364,2.6884616439174307,4.422649467415903,01071,2
221,3.8333333333333335,4.666666667,3.333333333,0.7264831575626666,3.106850175770667,4.559816490896,01072,2
222,7.592592593666666,12.16666667,3.666666667,3.142574042837257,4.450018550829409,10.735166636503923,01073,4
223,5.87499999975,7.833333333,4.333333333,1.455354099685785,4.419645900064215,7.330354099435785,01074,3
224,8.274509803470588,14.66666667,3.833333333,3.4095154713053692,4.864994332165219,11.684025274775957,01075,5
225,6.66666666675,9.166666667,4.166666667,1.5558389765143659,5.110827690235634,8.222505643264366,01077,4
226,4.555555555333333,4.833333333,4.0,0.48112522413223785,4.074430331201095,5.036680779465571,01079,3
227,5.5999999998,7.5,4.0,1.488847428958611,4.111152570841389,7.08884742875861,01080,3
228,4.5,5.0,4.0,0.4249182926686544,4.0750817073313454,4.9249182926686546,01081,3
229,6.4166666665714285,9.833333333,3.0,2.2195229331767306,4.197143733394698,8.636189599748159,01082,4
230,4.5416666665,6.5,3.0,1.5053915450128899,3.0362751214871104,6.047058211512891,01083,3
231,4.0,4.0,4.0,,,,01084,2
232,8.80208333390625,17.5,2.166666667,4.482830147623884,4.319253186282366,13.284913481530133,01085,5
233,5.944444444333333,6.833333333,5.166666667,0.8388704924988034,5.105573951834529,6.783314936832136,01088,3
234,11.525,17.16666667,3.833333333,3.857958661305119,7.667041338694881,15.38295866130512,01089,6
235,13.722222222333334,17.16666667,9.166666667,4.114113018888178,9.608109203445157,17.836335241221512,01090,7
236,4.5416666665,6.5,3.0,1.5053915450128899,3.0362751214871104,6.047058211512891,01092,3
237,6.3333333325000005,11.83333333,3.166666667,3.9039391296246944,2.429394202875306,10.237272462124695,01093,4
238,4.722222222,6.333333333,3.0,1.6694421333076994,3.052780088692301,6.391664355307699,01094,3
239,8.238095238071429,16.5,3.0,4.648184226659067,3.5899110114123616,12.886279464730496,01095,5
240,5.571428571285714,10.5,3.333333333,2.3310646567921496,3.2403639144935643,7.902493228077864,01096,3
241,3.555555555666667,4.666666667,2.166666667,0.8670939117492364,2.6884616439174307,4.422649467415903,01097,2
242,4.04166666675,4.5,3.166666667,0.6291528694513671,3.412513797298633,4.670819536201368,01098,3
243,15.66666667,15.66666667,15.66666667,,,,01101,8
244,14.811111110666667,18.83333333,11.16666667,2.261537145816988,12.54957396484968,17.072648256483657,01103,8
245,13.675675675675675,17.5,9.0,1.8227581979992225,11.852917477676453,15.498433873674898,01104,7
246,14.654761903928572,18.0,9.5,1.8997122221193106,12.755049681809261,16.554474126047882,01105,8
247,11.666666667142858,18.0,6.5,3.3256321297811158,8.341034537361741,14.992298796923974,01106,6
248,13.742424242272728,16.0,11.16666667,1.38274253214473,12.359681710127997,15.125166774417458,01107,7
249,14.091954022275862,18.0,9.5,2.347992306418808,11.743961715857054,16.43994632869467,01108,8
250,13.181818181636364,17.5,6.0,2.111626066690285,11.07019211494608,15.293444248326649,01109,7
251,12.375,14.66666667,11.16666667,1.6123079860410827,10.762692013958917,13.987307986041083,01111,7
252,15.66666667,15.66666667,15.66666667,,,,01115,8
253,7.833333333333333,8.5,6.833333333,0.8819171039401735,6.95141622939316,8.715250437273507,01116,4
254,11.686274510588234,15.83333333,6.0,2.474791203726256,9.211483306861979,14.16106571431449,01118,6
255,12.617647059647059,16.5,6.0,2.7283012024395044,9.889345857207555,15.345948262086562,01119,7
256,9.61904762,14.5,5.333333333,3.7561237487721226,5.862923871227878,13.375171368772122,01128,5
257,11.441176471588236,16.5,5.333333333,3.6007045882564332,7.840471883331802,15.04188105984467,01129,6
258,15.277777776666667,16.5,13.33333333,1.7023948292419209,13.575382947424746,16.98017260590859,01138,8
259,13.583333334999999,14.16666667,13.0,0.8249579137413272,12.758375421258672,14.408291248741326,01139,7
260,15.66666667,15.66666667,15.66666667,,,,01144,8
261,13.666666665714287,17.0,10.83333333,1.9293061513289058,11.737360514385381,15.595972817043192,01151,7
262,13.0,13.0,13.0,,,,01152,7
263,13.9,15.66666667,11.83333333,1.3151538432751815,12.584846156724819,15.215153843275182,01199,7
264,10.502688172741935,19.16666667,3.333333333,4.111104064798705,6.39158410794323,14.61379223754064,01201,6
265,17.125000002500002,19.16666667,15.5,1.5297966470707436,15.595203355429259,18.654796649570745,01202,9
266,9.1333333333,16.83333333,2.833333333,4.879283492965532,4.254049840334467,14.012616826265532,01220,5
267,5.875,7.166666667,3.5,1.6907975327024207,4.184202467297579,7.565797532702421,01222,3
268,5.071428571714286,13.66666667,2.166666667,2.709365118422225,2.362063453292061,7.780793690136511,01223,3
269,5.722222222333333,6.666666667,4.833333333,0.917928424870472,4.8042937974628614,6.640150647203805,01224,3
270,7.25,12.0,4.5,3.0161601784240695,4.2338398215759305,10.26616017842407,01225,4
271,9.190476190214286,14.33333333,4.333333333,3.8111718045577425,5.379304385656543,13.001647994772028,01226,5
272,9.833333333,14.33333333,4.666666667,3.660348090485181,6.1729852425148195,13.493681423485182,01227,5
273,9.333333331,12.83333333,4.833333333,4.092676384286938,5.240656946713062,13.426009715286938,01229,5
274,7.901960784294117,15.83333333,1.833333333,4.3521461914346204,3.549814592859496,12.254106975728737,01230,4
275,7.4642857143571435,14.33333333,2.333333333,4.3746445870140915,3.089641127343052,11.838930301371235,01235,4
276,10.3749999995,15.83333333,3.666666667,3.9119894701985642,6.463010529301435,14.286989469698565,01236,6
277,6.199999999899999,12.0,4.0,2.646684392166131,3.553315607733868,8.84668439206613,01237,4
278,7.388888888833333,13.16666667,1.833333333,3.2813580709002417,4.107530817933091,10.670246959733575,01238,4
279,8.7187499999375,13.16666667,4.333333333,3.1539033723331396,5.564846627604361,11.87265337227064,01240,5
280,8.576923077384615,13.16666667,4.333333333,3.086421415615839,5.490501661768776,11.663344493000455,01242,5
